p_val_adj,cluster,gene,
2.64E-48,11,eno1a,
1.11E-47,11,rab6bb,
2.25E-47,11,nkx1.2lb,
2.59E-46,11,cntn2,
9.69E-46,11,si:dkey-175g6.2,
3.89E-45,11,nxph3,
5.07E-45,11,mafaa,
6.09E-43,11,otpb,
9.67E-43,11,pcbp4,
1.01E-42,11,esrrga,
3.72E-42,11,sv2bb,
1.48E-41,11,slc7a8a,
6.14E-41,11,gria1a,
4.69E-40,11,rbfox1,
1.37E-39,11,atp6v0ca,
3.18E-38,11,grin1a,
5.32E-38,11,vsx1,
9.68E-38,11,hpca,
5.97E-37,11,mab21l1,
1.76E-36,11,kif1aa,
7.26E-35,11,vamp1,
7.72E-34,11,si:ch211-113g11.6,
1.25E-33,11,npb,
2.24E-33,11,meis2b,
7.15E-32,11,stmn3,
2.22E-31,11,phactr3b,
6.28E-31,11,map1ab,
8.98E-31,11,c1ql4a,
2.15E-30,11,evx1,
4.24E-30,11,evx2,
9.26E-30,11,slc6a1a,
1.65E-29,11,sulf2b,
1.20E-28,11,acbd7,
2.07E-28,11,syt4,
3.47E-28,11,tuba8l3,
4.21E-27,11,erfl1,
1.56E-26,11,si:ch73-119p20.1,
1.81E-26,11,slc6a1b,
3.64E-26,11,lgmn,
5.89E-26,11,cox6b1,
1.53E-25,11,spegb,
2.73E-25,11,scg2b,
4.87E-24,11,atp5if1b,
5.33E-24,11,lhx2b,
7.83E-24,11,slc17a6b,
1.30E-23,11,tlx2,
8.51E-23,11,apln,
2.01E-21,11,pcdh9,
6.32E-21,11,slc6a8,
9.89E-21,11,slit1b,
3.57E-20,11,otpa,
4.90E-20,11,ppp1r14c,
5.75E-20,11,BX005003.1,
3.38E-19,11,ca2,
5.49E-18,11,chga,
6.11E-18,11,edil3a,
4.14E-17,11,lhx4,
1.06E-16,11,kif26ba,
3.14E-16,11,gata3,
3.39E-16,11,slc18a3a,
5.09E-16,11,sox14,
8.92E-16,11,meis3,
1.27E-15,11,chodl,
1.87E-15,11,calr3b,
2.40E-15,11,si:dkey-178k16.1,
6.45E-15,11,slc6a5,
8.36E-15,11,XLOC-004991,
8.52E-15,11,rgs6,
2.70E-14,11,egr4,
4.96E-14,11,slitrk1,
8.63E-14,11,gng13b,
2.56E-13,11,tpi1b,
1.20E-12,11,alcama,
1.43E-12,11,tal2,
1.11E-11,11,tbx20,
1.26E-11,11,ca16b,
1.54E-11,11,nkx6.1,
1.71E-11,11,pou4f2,
5.11E-11,11,lbx1a,
1.17E-10,11,aldocb,
3.16E-10,11,hoxb8a,
4.94E-10,11,sst1.2,
8.42E-10,11,zgc:65851,
1.38E-07,11,neurod1,
1.91E-07,11,cxcr4b,
4.86E-07,11,calb2b,
6.74E-07,11,sox1a,
2.20E-06,11,pkd1l2a,
3.83E-06,11,pkma,
4.33E-06,11,CABZ01074363.1,
5.45E-06,11,cckb,
2.27E-05,11,gata2a,
2.39E-05,11,nxph1,
2.60E-05,11,nppc,
6.54E-05,11,myt1la,
8.47E-05,11,lbx2,
8.58E-05,11,phox2bb,
0.000119385321243652,11,prph,
0.000125350254240923,11,ywhag1,
0.000446397320791588,11,nrxn3b,
0.000834438012969171,11,sall3a,
0.00125351578245423,11,crabp1b,
0.00605851882231979,11,penkb,
0.00679852236224473,11,pcdh11,
0.0211644170778273,11,gfra3,
0.0350015585295651,11,tfap2a,
0.0405126245712306,11,hmx3a,
0.0430681235129518,11,tal1,
0.0482220640202812,11,hoxb6b,
0.0563093671770071,11,isl2a,
0.0715096633481717,11,ndufa4,
0.132560255896479,11,ntrk2a,
0.136432912864222,11,fgf13a,
0.16338276325871,11,dlg2,
0.24094969184215,11,si:ch211-56a11.2,
0.759026417375481,11,si:ch211-263k4.2,
1,11,hoxb5b,
1,11,tagln3b,
1,11,pou4f1,
1,11,cyp26c1,
1,11,atp2b3b,
1,11,spon1a,
1,11,isl2b,
1,11,sstr2a,
8.13E-218,12,tmsb4x,
2.29E-206,12,krt18a.1,
3.16E-164,12,lyve1b,
5.21E-148,12,krt8,
4.98E-142,12,rab11bb,
7.50E-137,12,cldn5b,
4.32E-136,12,ecscr,
1.71E-130,12,tagln2,
4.53E-130,12,si:ch211-145b13.6,
1.62E-127,12,si:ch211-156j16.1,
8.79E-122,12,pecam1,
5.87E-118,12,clec14a,
1.93E-117,12,il13ra2,
7.26E-116,12,plk2b,
3.01E-111,12,ponzr1,
2.64E-109,12,cdh5,
9.26E-109,12,capgb,
7.26E-108,12,egfl7,
8.66E-108,12,XLOC-014079,
1.90E-107,12,zgc:158343,
1.27E-95,12,etv2,
3.12E-95,12,sox18,
1.61E-91,12,tnfaip2b,
2.49E-88,12,slc3a2a,
6.77E-88,12,mmrn2b,
1.12E-86,12,tie1,
1.16E-85,12,si:dkey-261h17.1,
1.16E-81,12,sox7,
5.35E-81,12,plvapb,
1.51E-79,12,mrc1a,
3.12E-78,12,thy1,
5.87E-77,12,sele,
6.06E-77,12,exoc3l2a,
2.53E-76,12,aplnra,
2.18E-73,12,XLOC-039757,
7.66E-68,12,cxcr4a,
2.86E-66,12,krt18b,
5.52E-64,12,CABZ01072614.1,
1.42E-60,12,calcrla,
1.01E-54,12,hapln1b,
3.06E-54,12,c1qtnf6a,
1.97E-49,12,cotl1,
6.19E-46,12,lgmn,
4.45E-44,12,cav1,
2.95E-43,12,col4a1,
2.25E-42,12,hopx,
2.27E-40,12,foxl2b,
4.56E-40,12,si:ch73-334d15.2,
3.11E-39,12,b3gnt7,
2.70E-38,12,glula,
3.44E-37,12,cx43,
1.20E-36,12,myct1a,
9.23E-34,12,cxcl12b,
1.35E-30,12,tal1,
5.84E-30,12,hbegfa,
6.68E-30,12,pmp22b,
1.19E-29,12,esm1,
2.07E-27,12,mef2cb,
2.57E-27,12,lmo7a,
6.03E-26,12,xirp2a,
5.42E-25,12,spock3,
6.79E-24,12,cst14a.2,
3.56E-23,12,ednraa,
2.36E-22,12,tll1,
5.92E-21,12,flna,
8.57E-19,12,eppk1,
9.48E-17,12,she,
1.85E-16,12,dap1b,
1.53E-15,12,si:ch73-86n18.1,
1.73E-14,12,stab2,
2.27E-14,12,anxa4,
2.43E-14,12,cxcl12a,
2.92E-14,12,tnni2b.1,
5.75E-14,12,hlx1,
6.01E-13,12,cd99,
7.43E-13,12,hyal2a,
1.83E-12,12,podxl,
1.64E-11,12,jam2a,
1.80E-11,12,tmem88b,
2.49E-11,12,rbpms2b,
2.56E-11,12,plecb,
7.33E-10,12,mafba,
1.13E-09,12,gpm6ab,
1.39E-09,12,sult2st1,
3.98E-09,12,tuba8l3,
4.61E-09,12,dab2,
9.23E-09,12,f13a1b,
3.59E-08,12,crip2,
3.71E-08,12,selenow1,
8.72E-08,12,sult6b1,
8.89E-08,12,bcl6b,
1.11E-07,12,arhgdig,
3.33E-07,12,lmo2,
9.12E-07,12,adam8a,
2.78E-06,12,aplnrb,
4.82E-06,12,fabp11a,
5.17E-06,12,CABZ01068358.1,
1.06E-05,12,dusp5,
8.29E-05,12,pycard,
0.000100942984698017,12,scarf1,
0.000196796866748408,12,ywhaz,
0.000233840512667753,12,cd63,
0.000674942921458646,12,si:dkey-28n18.9,
0.00083875743069812,12,slc29a1b,
0.00160610016961256,12,ftr83,
0.00458828409921769,12,sox4a,
0.00793344326115827,12,fli1b,
0.0804882581732344,12,kdrl,
0.0891200751931279,12,rab11fip1b,
0.109221892933095,12,fam198b,
0.165674489715953,12,mcamb,
0.671380617086299,12,LOC100535225,
1,12,aqp8a.1,
1,12,gpr182,
1,12,ap1s3b,
1,12,krt94,
1,12,tpm3,
1,12,gcnt4a,
1,12,igfbp7,
2.23E-269,13,actc1b,
3.00E-257,13,mylz3,
1.53E-240,13,tpma,
3.84E-231,13,ttn.2,
1.04E-226,13,mylpfa,
1.62E-212,13,actc1a,
1.05E-211,13,ttn.1,
1.27E-207,13,atp2a1,
3.58E-202,13,acta1b,
1.79E-197,13,tnni2b.1,
7.29E-192,13,ckmb,
7.91E-189,13,ckma,
6.85E-187,13,myl1,
2.60E-186,13,nme2b.2,
7.82E-184,13,myhz1.3,
2.77E-182,13,neb,
2.65E-177,13,bin1b,
3.50E-175,13,mybphb,
6.50E-173,13,tnni2a.4,
2.14E-169,13,CABZ01072309.1,
1.54E-168,13,klhl43,
1.50E-167,13,tnnt3a,
2.83E-163,13,hsp90aa1.1,
3.41E-163,13,myhz1.1,
3.28E-161,13,tnnc2,
2.16E-156,13,acta1a,
4.85E-156,13,pvalb1,
1.54E-150,13,cfl2,
1.72E-150,13,desma,
2.57E-147,13,nexn,
1.00E-140,13,tnnt3b,
1.35E-138,13,nrap,
1.16E-137,13,cavin1a,
1.09E-136,13,CR855257.1,
1.49E-135,13,fxr2,
6.67E-135,13,unm-hu7910,
1.45E-134,13,obscnb,
1.81E-134,13,gapdh,
6.65E-134,13,smyd1a,
5.81E-133,13,myom2a,
1.73E-131,13,trdn,
2.20E-129,13,si:ch73-367p23.2,
6.76E-129,13,si:ch211-266g18.10,
1.59E-127,13,ldb3a,
2.08E-127,13,prx,
2.24E-127,13,plecb,
8.33E-121,13,mybpc2b,
1.13E-119,13,prr33,
3.51E-119,13,srl,
1.75E-118,13,LOC570526,
1.15E-117,13,XLOC-040108,
1.83E-117,13,CR925737.1,
2.86E-115,13,calm3a,
7.56E-112,13,myom1a,
1.62E-110,13,actn3a,
2.18E-110,13,obsl1a,
3.23E-110,13,tmem182a,
1.59E-107,13,sgcg,
1.66E-107,13,aldoab,
2.23E-106,13,alpk3b,
1.33E-103,13,cav3,
2.41E-102,13,unc45b,
3.43E-102,13,vcla,
4.97E-102,13,pgam2,
7.37E-102,13,pvalb2,
8.26E-101,13,txlnbb,
4.77E-99,13,eno3,
4.88E-99,13,lrrc39,
1.17E-98,13,ldb3b,
2.75E-98,13,cckb,
3.28E-98,13,tgm2a,
4.07E-98,13,smtnl1,
5.40E-98,13,ak1,
2.71E-97,13,trim55a,
7.51E-97,13,c13h10orf71,
7.57E-96,13,hhatla,
1.37E-94,13,cavin4a,
1.89E-93,13,lims2,
2.73E-92,13,CABZ01072309.2,
2.98E-92,13,adss,
4.47E-92,13,rtn2a,
7.74E-92,13,CABZ01078594.1,
7.64E-91,13,myhz2,
1.95E-89,13,ryr1b,
8.84E-89,13,synpo2la,
1.79E-84,13,eef2l2,
4.22E-82,13,si:dkey-16p21.8,
1.09E-81,13,cmya5,
2.46E-81,13,tnnt2c,
1.04E-79,13,klhl31,
1.98E-79,13,tmem38a,
1.83E-77,13,mylpfb,
2.40E-77,13,klhl40a,
5.55E-77,13,xirp2a,
1.38E-76,13,cap2,
1.21E-74,13,zgc:92518,
2.61E-74,13,ryr3,
1.49E-73,13,smyd2b,
8.68E-73,13,igfbp5b,
5.91E-71,13,cygb1,
1.15E-70,13,myoz2a,
4.69E-70,13,twf2a,
5.86E-69,13,hrc,
1.02E-68,13,tspan9a,
1.08E-67,13,tcap,
1.40E-67,13,tpi1b,
1.03E-66,13,jph2,
2.17E-66,13,pvalb3,
1.56E-64,13,slc8a3,
5.05E-64,13,XLOC-005350,
5.35E-64,13,hspb9,
9.49E-64,13,dmd,
4.25E-63,13,myoz1b,
5.54E-62,13,musk,
2.18E-61,13,sar1ab,
5.39E-61,13,filip1a,
1.56E-60,13,xirp2b,
6.03E-60,13,igfn1.1,
2.18E-59,13,tmod4,
5.60E-59,13,actn3b,
1.01E-58,13,myom1b,
2.52E-57,13,zgc:101853,
2.60E-57,13,ehbp1l1b,
6.00E-57,13,znf385a,
1.10E-55,13,hacd1,
3.25E-55,13,tuba8l2,
1.26E-54,13,pabpc4,
4.61E-54,13,slc25a4,
3.03E-53,13,pmp22b,
3.60E-53,13,si:ch211-156j16.1,
1.93E-52,13,eya4,
9.96E-52,13,prp,
2.44E-51,13,pbxip1b,
3.33E-51,13,gamt,
9.22E-50,13,zgc:158296,
3.72E-49,13,col13a1,
9.78E-49,13,cavin4b,
9.83E-49,13,kif21a,
2.22E-48,13,mlf1,
4.14E-48,13,myhz1.2,
8.91E-48,13,mymk,
1.43E-47,13,si:ch73-43g23.1,
2.37E-47,13,casq1a,
3.31E-45,13,sptb,
6.80E-45,13,si:dkeyp-69b9.3,
7.91E-45,13,sh3bgr,
1.01E-44,13,aqp4,
1.07E-44,13,rbfox1l,
1.40E-44,13,CABZ01072245.1,
1.71E-44,13,arpp21,
1.93E-44,13,klhl40b,
6.14E-44,13,ank1a,
3.89E-43,13,limch1a,
3.39E-42,13,slc6a8,
4.41E-42,13,hspb1,
1.68E-41,13,jph1b,
3.39E-41,13,LOC101886442,
2.05E-40,13,casq1b,
2.81E-40,13,calcrla,
4.73E-40,13,dhrs7ca,
9.14E-40,13,lamb2,
1.56E-39,13,parvb,
2.72E-39,13,flncb,
1.22E-38,13,ankrd24,
7.57E-38,13,kcnma1a,
3.14E-37,13,pvalb4,
8.25E-37,13,slc43a1b,
7.34E-36,13,mef2ca,
1.30E-35,13,CABZ01061524.1,
2.99E-35,13,BX276101.1,
3.04E-35,13,eya1,
5.64E-35,13,frem3,
7.66E-34,13,CU659670.1,
1.52E-33,13,si:ch73-244f7.3,
1.32E-32,13,sgcd,
2.83E-32,13,dusp27,
1.19E-31,13,col1a1a,
1.19E-31,13,hspb8,
1.25E-31,13,casq2,
2.41E-30,13,phlda1,
1.38E-29,13,dub,
2.21E-28,13,stac3,
1.06E-27,13,txlnba,
2.22E-27,13,LOC108179656,
5.25E-27,13,myo18aa,
2.90E-26,13,nmrk2,
2.58E-25,13,si:ch1073-268j14.1,
1.48E-24,13,hjv,
2.32E-24,13,phex,
3.65E-24,13,pygma,
6.93E-24,13,sgca,
4.69E-23,13,XLOC-006515,
8.91E-23,13,fep15,
1.02E-22,13,alpk3a,
3.44E-22,13,bves,
9.40E-22,13,RAMP1,
3.11E-21,13,cox17,
1.81E-20,13,si:ch211-199i15.5,
3.83E-20,13,XLOC-025819,
4.59E-20,13,col5a1,
8.81E-20,13,XLOC-042971,
3.91E-19,13,col4a1,
1.08E-18,13,eno1a,
8.45E-18,13,trim63a,
1.11E-17,13,pla1a,
1.60E-17,13,vwde,
1.95E-17,13,bcam,
2.19E-17,13,XLOC-001975,
4.39E-17,13,fbxl22,
3.96E-16,13,col1a2,
6.03E-16,13,emp2,
8.91E-16,13,myl7,
5.51E-15,13,si:dkey-74k8.3,
2.06E-14,13,tmx2a,
2.80E-14,13,tmem161a,
4.60E-14,13,pbxip1a,
8.40E-14,13,si:ch73-187m15.4,
8.75E-14,13,mustn1b,
2.44E-13,13,ctgfa,
3.85E-12,13,six1b,
4.72E-12,13,si:dkey-228a15.1,
4.89E-12,13,zgc:66479,
7.98E-12,13,zgc:92429,
3.02E-11,13,cdh15,
3.26E-11,13,casz1,
4.64E-11,13,mxra5b,
4.82E-11,13,efemp2a,
5.36E-11,13,klhl41b,
3.46E-10,13,ank2a,
1.11E-09,13,ppdpfa,
1.31E-09,13,atp5if1b,
1.73E-09,13,usp13,
4.34E-09,13,CABZ01080568.1,
7.88E-09,13,efhd1,
9.83E-09,13,egfl6,
2.18E-08,13,trim101,
4.79E-08,13,myl13,
1.64E-07,13,krt96,
4.32E-07,13,rtn2b,
4.83E-07,13,cd151,
5.62E-07,13,vgll2b,
5.76E-07,13,gatm,
8.73E-07,13,znf648,
1.06E-06,13,optc,
1.66E-06,13,xirp1,
2.71E-06,13,tns2b,
3.21E-06,13,si:ch211-43f4.1,
4.84E-06,13,camk2a,
4.94E-06,13,tcea3,
7.66E-06,13,mef2d,
8.47E-06,13,mss51,
9.23E-06,13,myog,
9.42E-06,13,mef2cb,
1.28E-05,13,anxa6,
1.61E-05,13,atp1a2a,
2.87E-05,13,phactr3b,
0.00014632255817693,13,fras1,
0.000153179597927468,13,si:ch211-131k2.3,
0.000177549516460467,13,zgc:92287,
0.000411241477897665,13,spegb,
0.00148284121640285,13,chrna1,
0.00263361228433539,13,si:ch211-242b18.1,
0.00292149027189238,13,ache,
0.00424418339944287,13,shisa2b,
0.0110715617220411,13,usp28,
0.014184709427433,13,tnc,
0.0964576998700857,13,rbp7b,
0.104699857469013,13,synpo2lb,
0.16119770517891,13,chrnb1,
0.165376575817077,13,smyd1b,
0.179435764758703,13,zgc:86709,
0.559077643973657,13,bag3,
0.858543594642627,13,crip2,
1,13,foxd3,
1,13,homer2,
1,13,lmo7a,
1,13,slc4a4b,
1,13,pdlim5b,
1,13,palmda,
1,13,cacna1sb,
1,13,CR376766.2,
5.11E-253,14,qdpra,
2.76E-202,14,slc45a2,
1.17E-191,14,rabl6b,
8.88E-181,14,syngr1a,
7.43E-175,14,dct,
2.06E-170,14,tspan36,
1.29E-169,14,pnp4a,
4.73E-162,14,tspan10,
1.57E-161,14,rab38,
1.13E-160,14,C12orf75,
4.61E-157,14,pcbd1,
3.39E-154,14,gstp1,
4.77E-154,14,slc24a5,
7.69E-147,14,akr1b1,
1.91E-145,14,tyrp1b,
5.77E-145,14,rab32a,
9.39E-140,14,pts,
8.30E-139,14,pmela,
2.84E-137,14,mitfa,
9.58E-137,14,si:ch211-243a20.3,
7.93E-131,14,zgc:91968,
1.58E-129,14,fxyd1,
6.84E-128,14,SMIM18,
5.63E-127,14,pmelb,
1.62E-126,14,smim29,
2.74E-121,14,tyr,
1.26E-120,14,mtbl,
3.34E-118,14,tyrp1a,
2.10E-113,14,si:ch73-389b16.1,
1.04E-105,14,si:ch211-108c6.2,
1.01E-104,14,si:dkey-204f11.64,
2.01E-104,14,si:ch211-195b13.1,
2.26E-104,14,gpd1b,
3.04E-104,14,tuba8l3,
3.72E-102,14,gpr143,
5.59E-101,14,gch2,
7.55E-101,14,rlbp1b,
2.78E-96,14,birc7,
3.70E-91,14,atp6v1g1,
4.81E-91,14,si:dkeyp-69e1.8,
2.23E-87,14,bace2,
9.90E-87,14,tfap2e,
9.40E-86,14,atp6v0ca,
1.28E-83,14,crabp2b,
1.13E-82,14,atp6v1e1b,
2.75E-81,14,pah,
5.00E-80,14,cst14a.2,
2.54E-77,14,aadac,
1.26E-74,14,slc37a2,
3.00E-74,14,XLOC-019062,
5.09E-73,14,LOC110439533,
1.12E-67,14,fabp11b,
2.51E-67,14,bhlhe40,
9.02E-67,14,tbx2a,
1.20E-66,14,mlpha,
1.57E-66,14,si:busm1-160c18.6,
3.21E-66,14,si:dkey-21a6.5,
1.99E-63,14,emp3b,
9.85E-63,14,agtrap,
3.14E-57,14,oca2,
7.73E-56,14,atp6ap1b,
4.07E-53,14,FP085398.1,
9.52E-51,14,slc11a2,
1.49E-50,14,tmem243a,
4.07E-50,14,xbp1,
1.45E-49,14,impdh1b,
1.53E-48,14,ywhaz,
3.20E-47,14,ckbb,
2.82E-46,14,anxa1a,
2.02E-45,14,slc3a2a,
2.74E-43,14,ywhag2,
1.30E-42,14,rgs3a,
1.11E-41,14,mb,
7.83E-41,14,ctsba,
5.05E-39,14,rtn1b,
7.66E-39,14,lsp1,
8.52E-39,14,slc6a6a,
2.33E-38,14,bhlhe41,
4.70E-38,14,rab34b,
6.11E-38,14,paics,
8.57E-38,14,atr,
2.07E-37,14,elovl1b,
4.20E-36,14,BX571715.1,
4.36E-36,14,papss2b,
2.81E-34,14,atp11a,
6.76E-34,14,atp6v1aa,
5.09E-31,14,rnaseka,
8.83E-28,14,anxa4,
3.07E-27,14,phlda1,
5.23E-27,14,ddit3,
1.27E-26,14,calr3b,
5.92E-26,14,cdh1,
1.21E-25,14,atp6v1c1b,
6.33E-25,14,trpm1b,
3.93E-24,14,cotl1,
2.15E-23,14,hsp90aa1.2,
7.53E-23,14,msnb,
8.08E-23,14,slc7a8a,
1.68E-22,14,aldocb,
2.77E-22,14,anxa2a,
3.17E-22,14,sox10,
7.55E-21,14,ttc39a,
1.29E-20,14,rbp5,
5.22E-19,14,fmn2a,
5.64E-19,14,rap1gap,
1.78E-18,14,uchl1,
9.53E-18,14,tfap2a,
2.14E-17,14,tram1,
4.03E-17,14,kita,
4.52E-17,14,sytl2b,
5.74E-17,14,otx2b,
6.48E-17,14,alx4a,
1.82E-16,14,fabp11a,
5.90E-15,14,lgals2a,
1.59E-13,14,pcdh9,
2.66E-13,14,opn5,
1.16E-12,14,atp6v0cb,
2.18E-10,14,ucp2,
9.19E-10,14,atic,
1.64E-09,14,BX248318.1,
5.16E-09,14,gpm6ab,
7.93E-09,14,slc2a11b,
1.08E-08,14,cracr2ab,
4.69E-08,14,myo5aa,
7.02E-08,14,col4a6,
1.05E-07,14,cx43,
3.21E-07,14,adam8a,
3.22E-07,14,pknox1.2,
1.68E-06,14,xkr8.2,
1.72E-06,14,gmps,
2.88E-06,14,fuca1.1,
2.69E-05,14,fam167b,
0.000105988777307888,14,atp6v0a1a,
0.000730028949146395,14,msx1b,
0.00083548538530541,14,mcamb,
0.00162712440091697,14,pcdh10a,
0.00332463580892634,14,col9a1b,
0.100231769958723,14,pcbp4,
0.425817326171784,14,tmem88b,
0.538549151195863,14,gadd45bb,
0.885848994433652,14,eno3,
1,14,igfbp1a,
1,14,proca1,
3.92E-182,15,cdh1,
2.63E-180,15,epcam,
1.14E-170,15,lama5,
3.19E-163,15,cxcl18b,
1.41E-158,15,col18a1a,
2.65E-157,15,col1a1a,
3.35E-156,15,cfl1l,
4.22E-155,15,bcam,
4.36E-155,15,XLOC-028299,
5.59E-147,15,col2a1b,
3.36E-146,15,fbn2a.1,
1.61E-142,15,col1a2,
1.94E-140,15,aqp3a,
3.85E-138,15,zgc:92380,
1.56E-137,15,f11r.1,
9.76E-134,15,col4a5,
2.57E-132,15,cavin1b,
8.62E-132,15,krt8,
9.92E-131,15,col14a1a,
1.78E-130,15,col16a1,
5.16E-130,15,cebpd,
3.52E-127,15,pfn1,
8.32E-127,15,arhgef5,
8.87E-127,15,sostdc1a,
1.14E-126,15,pleca,
4.80E-125,15,cebpb,
7.06E-125,15,col4a6,
1.31E-124,15,igfbp5b,
9.33E-124,15,postnb,
2.21E-123,15,cldni,
2.61E-120,15,myh9a,
4.01E-120,15,col11a1a,
7.85E-119,15,cldn1,
3.67E-118,15,si:ch211-264f5.6,
7.00E-118,15,rac2,
1.73E-117,15,cyr61,
2.77E-116,15,alcama,
6.60E-115,15,col1a1b,
7.49E-114,15,egr2a,
1.02E-113,15,LOC101882251,
2.74E-113,15,hbegfa,
7.84E-111,15,s100v1,
7.87E-109,15,col28a2a,
1.15E-107,15,srpx2,
2.15E-107,15,si:dkey-240e12.6,
5.56E-107,15,ripply3,
8.15E-107,15,padi2,
1.15E-106,15,fkbp9,
4.06E-106,15,itgb1b.1,
4.10E-106,15,col12a1b,
7.37E-105,15,oclna,
7.66E-105,15,tmsb4x,
5.03E-104,15,cd9b,
7.62E-104,15,tcima,
1.64E-103,15,fermt1,
1.51E-102,15,s100a10b,
1.12E-101,15,tmsb1,
1.33E-100,15,col5a3b,
7.93E-99,15,dlx4a,
1.42E-98,15,ppp1r1b,
4.52E-98,15,si:ch73-335l21.4,
3.88E-96,15,anxa1a,
2.22E-95,15,dcn,
1.51E-94,15,phlda2,
1.68E-94,15,socs3a,
5.47E-94,15,ywhaz,
1.06E-92,15,itgb4,
3.61E-92,15,col7a1,
1.33E-89,15,LOC108180265,
9.91E-88,15,col5a1,
1.80E-87,15,dlx4b,
3.03E-87,15,flna,
6.84E-87,15,fibinb,
1.53E-86,15,gsta.1,
1.73E-86,15,and1,
1.88E-86,15,cyt1l,
1.31E-83,15,dnase1l4.1,
1.07E-82,15,scinla,
2.02E-82,15,znf385a,
9.33E-82,15,bhlha9,
1.04E-81,15,col5a3a,
1.93E-81,15,spint1a,
4.14E-81,15,ahnak,
7.18E-81,15,itgb3a,
9.66E-81,15,anxa5b,
1.72E-80,15,gsnb,
4.60E-79,15,ckap4,
5.22E-79,15,krt4,
2.02E-78,15,cyt1,
3.87E-78,15,fkbp7,
7.41E-78,15,zmp:0000001114,
2.07E-77,15,prr13,
2.51E-77,15,st14a,
1.01E-76,15,kazald2,
1.24E-76,15,CABZ01074130.1,
1.29E-76,15,XLOC-016099,
4.57E-76,15,plecb,
1.40E-75,15,zgc:86896,
4.24E-75,15,fgfbp1b,
2.96E-73,15,gadd45bb,
4.97E-73,15,capn12,
4.48E-72,15,rab11fip1b,
1.75E-71,15,sp6,
1.27E-70,15,krtt1c19e,
1.38E-70,15,capn2a,
4.49E-70,15,myoc,
7.02E-70,15,si:dkey-16p21.8,
1.92E-69,15,gpr31,
3.93E-69,15,lgals3b,
4.85E-69,15,sh3d21,
1.07E-68,15,frem2a,
1.81E-68,15,aplnra,
2.14E-68,15,ecrg4b,
2.23E-68,15,lamb4,
3.06E-67,15,myo1eb,
4.02E-67,15,sh3gl1a,
5.08E-67,15,alpi.1,
5.33E-66,15,aep1,
8.44E-66,15,rbp4,
2.71E-65,15,arhgdig,
3.40E-65,15,spaca4l,
4.74E-65,15,cotl1,
1.84E-64,15,si:ch211-166a6.5,
2.51E-64,15,anxa2a,
3.01E-63,15,anxa3a,
2.11E-62,15,fras1,
3.94E-62,15,mapk12a,
4.03E-62,15,atf3,
8.68E-60,15,dhrs3b,
3.52E-59,15,pkp3a,
2.65E-58,15,zmp:0000000846,
1.97E-57,15,tpm3,
4.30E-57,15,cavin2b,
9.97E-57,15,sema3b,
1.31E-56,15,si:dkey-102c8.3,
3.10E-56,15,foxi1,
2.44E-55,15,zgc:101744,
2.10E-54,15,thy1,
2.80E-54,15,sult6b1,
4.31E-54,15,capgb,
4.48E-54,15,ptk2bb,
4.93E-54,15,tagln2,
9.92E-54,15,npnt,
1.39E-53,15,nkx2.3,
2.22E-53,15,gpa33a,
2.54E-53,15,cdo1,
9.11E-53,15,actn1,
1.17E-52,15,arl4ca,
1.32E-52,15,fosb,
2.50E-52,15,kremen1,
4.06E-52,15,ptgs2a,
4.84E-52,15,frem1a,
7.12E-52,15,pycard,
2.39E-51,15,dlx3b,
3.15E-51,15,calr3b,
1.86E-50,15,cldnb,
3.04E-50,15,si:ch73-86n18.1,
8.20E-49,15,zgc:158343,
1.72E-48,15,cldn7b,
3.72E-48,15,bmper,
6.25E-48,15,apoeb,
9.29E-48,15,cd99,
1.79E-47,15,palm3,
2.44E-47,15,si:ch1073-406l10.2,
3.80E-47,15,prdm1a,
8.75E-47,15,emp2,
1.36E-46,15,kctd12.2,
1.74E-46,15,alox5a,
4.32E-46,15,zgc:162730,
4.63E-46,15,krt91,
9.05E-46,15,ociad2,
9.93E-46,15,sult2st1,
5.16E-45,15,efhd2,
1.15E-44,15,rcn3,
1.69E-44,15,fat2,
2.87E-44,15,tnn,
5.44E-44,15,col14a1b,
3.03E-43,15,tnc,
3.49E-43,15,frem3,
2.68E-42,15,CR381618.1,
3.92E-42,15,hhip,
4.23E-42,15,capns1a,
1.60E-40,15,tfap2c,
1.61E-40,15,chl1a,
2.20E-40,15,emilin2b,
4.33E-40,15,xbp1,
9.50E-39,15,s100a11,
1.80E-38,15,tp63,
1.99E-38,15,zgc:175088,
4.96E-38,15,ca6,
8.67E-38,15,cast,
4.02E-37,15,zgc:101810,
1.12E-36,15,gstm.3,
2.59E-36,15,alox12,
3.16E-36,15,bmp4,
6.83E-36,15,ptges,
7.87E-36,15,si:dkey-12j5.1,
3.78E-35,15,ecm2,
6.12E-35,15,camk2d1,
8.59E-34,15,VIT,
9.46E-34,15,cavin2a,
7.78E-33,15,zgc:171775,
9.45E-33,15,egfl6,
1.25E-31,15,serpinh1b,
4.35E-31,15,pof1b,
9.78E-31,15,caspb,
5.45E-30,15,tram1,
1.16E-29,15,ptgdsb.1,
2.04E-29,15,fkbp11,
2.50E-29,15,six1b,
1.21E-28,15,hcls1,
1.42E-28,15,ctgfa,
6.52E-28,15,b3gnt2l,
1.13E-27,15,si:ch211-243g18.2,
1.29E-27,15,tmem30b,
2.20E-27,15,matn4,
